,Unnamed: 0,movie,year,composer,domestic_total_gross,foreign_total_gross,runtime,worldwide,budget,genre,metascore,oscar,other,rating,top_15
231,231,The Thomas Crown Affair,1999,None,69305181,55000000,113,124305181,48000000,Crime,72.0,0.0,1.0,6.8,0
232,232,Blue Streak,1999,Ed Shearmur,68518533,49239967,94,117758500,65000000,Action,46.0,0.0,0.0,6.3,0
233,233,End of Days,1999,John Debney,66889043,145100000,121,211989043,100000000,Action,33.0,0.0,1.0,5.7,1
234,234,The Bone Collector,1999,Craig Armstrong,66518655,84975000,118,151493655,73000000,Crime,45.0,0.0,1.0,6.7,0
235,235,Bowfinger,1999,None,66384775,32241000,97,98625775,55000000,Comedy,71.0,0.0,0.0,6.4,0
236,236,Deuce Bigalow: Male Gigolo,1999,Teddy Castellucci,65538755,27400000,88,92938755,17000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
237,237,Life,1999,None,63886029,9459000,109,73345029,80000000,Horror,54.0,0.0,0.0,6.6,0
239,239,She's All That,1999,None,63366989,39800000,95,103166989,10000000,Comedy,51.0,0.0,1.0,5.8,0
240,240,Three Kings,1999,Thomas Newman,60652036,47100000,114,107752036,75000000,Action,82.0,0.0,1.0,7.1,1
241,241,Bicentennial Man,1999,James Horner,58223861,29200000,131,87423861,100000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
242,242,The Cider House Rules,1999,Rachel Portman,57545092,31000000,125,88545092,24000000,Drama,75.0,1.0,1.0,7.4,0
243,243,Eyes Wide Shut,1999,None,55691208,106400000,159,162091208,65000000,Drama,68.0,0.0,1.0,7.4,0
244,244,Never Been Kissed,1999,None,55474756,29090474,107,84565230,25000000,Comedy,60.0,0.0,1.0,6.0,0
245,245,Varsity Blues,1999,Mark Isham,52894169,1400000,104,54294169,16000000,Comedy,50.0,0.0,1.0,6.5,0
246,246,Forces of Nature,1999,John Powell,52888180,41000000,105,93888180,75000000,Comedy,46.0,0.0,1.0,5.4,0
247,247,Message in a Bottle,1999,Gabriel Yared,52880016,66000000,131,118880016,80000000,Drama,39.0,0.0,0.0,6.2,0
248,248,"South Park - Bigger, Longer and Uncut",1999,Marc Shaiman,52037603,31100000,80,83137603,21000000,Animation,53.93963254593176,0.0,0.0,6.504237288135598,0
249,249,The Hurricane,1999,Christopher Young,50699241,23257000,146,73956241,50000000,Biography,74.0,0.0,1.0,7.6,0
250,250,Stigmata,1999,None,50046268,39400000,102,89446268,29000000,Horror,53.93963254593176,0.0,0.0,6.504237288135598,0
251,251,House on Haunted Hill,1999,None,40846082,57895330,95,40846082,37000000,Horror,28.0,0.0,1.0,5.6,0
252,252,Anna and the King,1999,George Fenton,39263420,74733517,148,113996937,92000000,Drama,53.93963254593176,0.0,0.0,6.504237288135598,0
253,253,Cruel Intentions,1999,Ed Shearmur,38328567,37573641,97,75902208,10500000,Drama,56.0,0.0,1.0,6.8,0
254,254,10 Things I Hate About You,1999,None,38178166,15300000,97,53478166,30000000,Comedy,70.0,0.0,1.0,7.3,0
255,255,Fight Club,1999,None,37030102,63823651,139,100853753,63000000,Drama,66.0,0.0,1.0,8.8,0
256,256,My Favorite Martian,1999,John Debney,36850101,57895330,80,120072577,65000000,Comedy,53.93963254593176,0.0,0.0,7.4,1
257,257,8MM,1999,Mychael Danna,36663315,59955384,124,96618699,40000000,Crime,53.93963254593176,0.0,0.0,6.504237288135598,0
258,258,For Love of the Game,1999,None,35188640,10924000,137,46112640,80000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
259,259,Man on the Moon,1999,None,34607430,12827000,119,47434430,82000000,Biography,58.0,1.0,1.0,7.4,0
260,260,Instinct,1999,Danny Elfman,34105207,57895330,126,120072577,80000000,Crime,53.93963254593176,0.0,0.0,6.4,1
261,261,The Best Man,1999,None,34102780,471000,121,34573780,9000000,Comedy,61.0,0.0,1.0,6.7,0
262,262,Mickey Blue Eyes,1999,None,33864342,20400000,102,54264342,75000000,Comedy,49.0,0.0,0.0,5.8,0
263,263,The 13th Warrior,1999,Jerry Goldsmith,32698899,29000000,102,61698899,160000000,Action,42.0,0.0,1.0,6.6,1
264,264,October Sky,1999,Mark Isham,32547800,2128000,115,34675800,25000000,Biography,71.0,0.0,1.0,7.8,0
265,265,Lake Placid,1999,John Ottman,31770414,25100000,82,56870414,35000000,Action,34.0,0.0,0.0,5.7,0
266,266,Random Hearts,1999,None,31502583,43105987,133,74608570,64000000,Drama,38.0,0.0,0.0,5.1,0
267,267,Dogma,1999,Howard Shore,30652890,57895330,130,30652890,10000000,Adventure,62.0,0.0,0.0,7.3,1
268,268,Superstar,1999,None,30636478,57895330,82,120072577,34000000,Comedy,42.0,0.0,0.0,5.1,0
269,269,Mystery Men,1999,Stephen Warbeck,29762011,3699000,122,33461011,68000000,Action,65.0,0.0,0.0,6.1,0
270,270,The Insider,1999,None,29089912,31200000,155,60289912,90000000,Biography,84.0,0.0,1.0,7.9,0
271,271,"Girl, Interrupted",1999,Mychael Danna,28912646,19437559,127,48350205,40000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
272,272,The Out-of-Towners,1999,Marc Shaiman,28544120,57895330,90,120072577,75000000,Comedy,33.0,0.0,1.0,5.3,0
273,273,The Other Sister,1999,Rachel Portman,27807627,57895330,130,120072577,35000000,Comedy,28.0,0.0,0.0,6.5,0
274,274,Baby Geniuses,1999,None,27250736,9200000,95,36450736,12000000,Comedy,6.0,0.0,1.0,2.6,0
275,275,The Story of Us,1999,Marc Shaiman,27100031,31800000,95,58900031,50000000,Comedy,37.0,0.0,1.0,5.9,0
276,276,Blast from the Past,1999,None,26511114,13751906,111,40263020,35000000,Comedy,48.0,0.0,0.0,6.6,0
277,277,The Wood,1999,None,25059640,57895330,106,120072577,6000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
278,278,Arlington Road,1999,None,24756177,16311134,119,41067311,31000000,Crime,65.0,0.0,0.0,7.2,0
279,279,The Iron Giant,1999,Michael Kamen,23159305,57895330,86,120072577,70000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
280,280,Being John Malkovich,1999,Carter Burwell,22863596,57895330,113,22863596,13000000,Comedy,90.0,0.0,1.0,7.8,0
281,281,Magnolia,1999,Jon Brion,22455976,25995827,188,48451803,37000000,Drama,77.0,0.0,1.0,8.0,0
282,282,EDtv,1999,Randy Edelman,22431897,12811000,124,35242897,80000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
283,283,At First Sight,1999,Mark Isham,22365133,57895330,124,120072577,60000000,Drama,40.0,0.0,0.0,5.9,0
284,284,The Bachelor,1999,None,21760240,15151377,102,36911617,51000000,Game-Show,53.93963254593176,0.0,1.0,3.1,0
285,285,Stir of Echoes,1999,James Newton Howard,21142914,57895330,99,120072577,12000000,Horror,67.0,0.0,1.0,7.0,1
286,286,Doug's First Movie,1999,None,19440089,57895330,77,120072577,45000000,Animation,53.93963254593176,0.0,0.0,7.0,0
287,287,Summer of Sam,1999,Terence Blanchard,19288130,57895330,142,120072577,22000000,Crime,67.0,0.0,0.0,6.6,0
288,288,Anywhere But Here,1999,Danny Elfman,18670401,4961528,114,23631929,23000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
289,289,Galapagos,1999,Mark Isham,18608782,10709605,40,29318387,45000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
290,290,An Ideal Husband,1999,None,18542974,57895330,96,120072577,10700000,Comedy,67.0,0.0,1.0,6.9,0
291,291,Drive Me Crazy,1999,None,17845337,4748072,91,22593409,8500000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
292,292,The Rage: Carrie 2,1999,None,17762705,57895330,110,120072577,21000000,Horror,42.0,0.0,1.0,4.6,0
293,293,Go,1999,None,16943454,11508168,98,28451622,20000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
294,294,Bringing Out the Dead,1999,Elmer Bernstein,16797191,57895330,121,120072577,55000000,Drama,70.0,0.0,1.0,6.8,0
295,295,True Crime,1999,None,16649768,57895330,127,120072577,55000000,Crime,53.93963254593176,0.0,0.0,6.504237288135598,0
296,296,Muppets from Space,1999,None,16625807,5697805,88,22323612,24000000,Adventure,53.0,0.0,0.0,6.3,0
297,297,A Midsummer Night's Dream,1999,None,16071990,57895330,116,120072577,11000000,Comedy,61.0,0.0,1.0,6.5,0
298,298,The Corruptor,1999,Carter Burwell,15164492,9329109,100,24493601,25000000,Action,56.0,0.0,0.0,6.0,0
299,299,Election,1999,Rolfe Kent,14902041,57895330,105,120072577,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
300,300,Music of the Heart,1999,None,14859394,57895330,123,14859394,27000000,Drama,54.0,0.0,1.0,6.8,0
301,301,Snow Falling on Cedars,1999,James Newton Howard,14417593,8632000,127,23049593,35000000,Drama,44.0,0.0,1.0,6.8,1
302,302,How the Grinch Stole Christmas,2000,James Horner,260044825,85096578,104,345141403,123000000,Comedy,46.0,1.0,1.0,6.1,1
303,303,Cast Away,2000,Alan Silvestri,233632142,196000000,143,429632142,90000000,Adventure,73.0,0.0,1.0,7.8,1
304,304,Mission: Impossible II,2000,Hans Zimmer,215409889,330978216,123,546388105,125000000,Action,59.0,0.0,1.0,6.1,1
305,305,Gladiator,2000,Hans Zimmer,187705427,272878533,155,460583960,103000000,Action,67.0,1.0,1.0,8.5,1
306,306,What Women Want,2000,Alan Silvestri,182811707,191300000,127,374111707,70000000,Comedy,47.0,0.0,1.0,6.4,1
307,307,The Perfect Storm,2000,James Horner,182618434,146100000,129,328718434,140000000,Action,59.0,0.0,1.0,6.4,1
308,308,Meet the Parents,2000,Randy Newman,166244045,164200000,108,330444045,55000000,Comedy,73.0,0.0,1.0,7.0,0
309,309,X-Men,2000,Michael Kamen,157299717,139039810,104,296339527,75000000,Action,64.0,0.0,1.0,7.4,0
310,310,Scary Movie,2000,David Kitay,157019771,121000000,88,278019771,19000000,Comedy,48.0,0.0,1.0,6.2,0
311,311,What Lies Beneath,2000,Alan Silvestri,155464351,135956000,130,291420351,100000000,Drama,51.0,0.0,1.0,6.6,1
312,312,Dinosaur,2000,James Newton Howard,137748063,212074702,82,349822765,127500000,Animation,56.0,0.0,1.0,6.5,1
313,313,"Crouching Tiger, Hidden Dragon",2000,Tan Dun,128078872,85446864,120,213525736,17000000,Action,93.0,1.0,1.0,7.9,0
314,314,Erin Brockovich,2000,Thomas Newman,125595205,130676081,130,256271286,52000000,Biography,73.0,1.0,1.0,7.3,1
315,315,Charlie's Angels,2000,Ed Shearmur,125305545,138800000,98,264105545,93000000,Action,53.93963254593176,0.0,1.0,6.5,0
316,316,Traffic,2000,Cliff Martinez,124115725,83400000,147,207515725,48000000,Drama,53.93963254593176,0.0,0.0,6.504237288135598,0
317,317,The Nutty Professor II: The Klumps,2000,None,123309890,43030000,106,166339890,84000000,Comedy,53.93963254593176,0.0,0.0,6.504237288135598,0
318,318,Big Momma's House,2000,None,117559438,56400000,98,173959438,30000000,Action,33.0,0.0,1.0,5.1,0
319,319,Remember the Titans,2000,Trevor Rabin,115654751,21051932,113,136706683,30000000,Biography,48.0,0.0,1.0,7.8,0
320,320,The Patriot,2000,John Williams,113330342,101964000,164,215294342,110000000,Action,63.0,0.0,1.0,7.2,1
321,321,Chicken Run,2000,John Powell,106834564,118000000,84,224834564,45000000,Animation,88.0,0.0,1.0,7.0,0
322,322,Miss Congeniality,2000,Ed Shearmur,106807667,105935053,109,212742720,45000000,Action,43.0,0.0,1.0,6.2,0
323,323,Gone in 60 Seconds,2000,Trevor Rabin,101648571,135553728,117,237202299,90000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
324,324,Unbreakable,2000,James Newton Howard,95011339,153106782,106,248118121,75000000,Drama,62.0,0.0,1.0,7.3,1
325,325,"Me, Myself and Irene",2000,None,90570999,58700000,116,149270999,51000000,Comedy,49.0,0.0,0.0,6.6,0
326,326,Space Cowboys,2000,Clint Eastwood,90464773,38419359,130,128884132,65000000,Sci-Fi,53.93963254593176,0.0,0.0,6.504237288135598,0
327,327,The Emperor's New Groove,2000,John Debney,89302687,80025000,78,169327687,100000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
328,328,Scream 3,2000,Marco Beltrami,89143175,72691101,117,161834276,40000000,Horror,56.0,0.0,1.0,5.5,0
329,329,U-571,2000,None,77122415,50544000,117,127666415,62000000,Action,62.0,1.0,1.0,6.6,0
330,330,Rugrats in Paris: The Movie,2000,Mark Mothersbaugh,76507756,26783375,78,103291131,30000000,Animation,62.0,0.0,1.0,6.2,0
331,331,The Family Man,2000,Danny Elfman,75793305,48951778,126,124745083,60000000,Comedy,42.0,0.0,1.0,6.7,1
332,332,Hollow Man,2000,Jerry Goldsmith,73209340,117004115,113,190213455,95000000,Action,24.0,0.0,1.0,5.7,1
333,333,Chocolat,2000,Rachel Portman,71509363,81190583,105,152699946,25000000,Drama,64.0,0.0,1.0,7.3,0
334,334,Shaft,2000,David Arnold,70334258,36862240,127,107196498,46000000,Action,53.93963254593176,0.0,0.0,5.7,0
335,335,Disney's The Kid,2000,Marc Shaiman,69691949,40625631,104,110317580,65000000,Animation,53.93963254593176,0.0,0.0,6.504237288135598,0
336,336,Vertical Limit,2000,James Newton Howard,69243859,146420000,124,215663859,75000000,Action,48.0,0.0,1.0,5.9,1
337,337,Road Trip,2000,None,68540777,51213501,94,119754278,16000000,Adventure,55.0,0.0,1.0,6.5,0
338,338,Bring It On,2000,Christophe Beck,68379000,22070929,98,90449929,11000000,Comedy,52.0,0.0,1.0,6.0,1
339,339,102 Dalmatians,2000,None,66957026,116654745,104,183611771,85000000,Adventure,35.0,0.0,1.0,4.9,0
340,340,Rules of Engagement,2000,Mark Isham,61335230,10397073,127,71732303,60000000,Comedy,53.93963254593176,0.0,1.0,7.3,0
341,341,The Cell,2000,Howard Shore,61334059,42821784,107,104155843,33000000,Horror,40.0,0.0,1.0,6.3,1
342,342,Mission to Mars,2000,Ennio Morricone,60883407,50100000,113,110983407,100000000,Sci-Fi,53.93963254593176,0.0,0.0,5.6,0
343,343,Coyote Ugly,2000,None,60786269,53130205,101,113916474,45000000,Comedy,27.0,0.0,1.0,5.6,0
344,344,Fantasia 2000,2000,None,60655420,30219150,75,90874570,80000000,Animation,59.0,0.0,1.0,7.2,0
346,346,Snow Day,2000,None,60020107,2444624,89,62464731,13000000,Adventure,34.0,0.0,0.0,5.0,0
347,347,Next Friday,2000,Terence Blanchard,57328603,2498725,98,59827328,11000000,Comedy,41.0,0.0,0.0,6.1,0
348,348,The Whole Nine Yards,2000,Randy Edelman,57262492,49109159,98,106371651,41300000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
349,349,Shanghai Noon,2000,Randy Edelman,56937502,42336965,110,99274467,55000000,Action,77.0,0.0,1.0,6.6,0
350,350,Romeo Must Die,2000,None,55973336,35063424,115,91036760,25000000,Action,52.0,0.0,1.0,6.1,0
351,351,Final Destination,2000,None,53331147,59549147,98,112880294,23000000,Action,53.93963254593176,0.0,0.0,6.504237288135598,0
354,354,Finding Forrester,2000,None,51804714,28245050,136,80049764,43000000,Drama,62.0,0.0,1.0,7.3,0
355,355,The Road to El Dorado,2000,Hans Zimmer,50863742,25568985,99,76432727,95000000,Animation,51.0,0.0,1.0,6.9,1
356,356,Men of Honor,2000,Mark Isham,48818921,33524574,129,82343495,32000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
357,357,"Dude, Where's My Car?",2000,David Kitay,46729800,26450923,83,73180723,13000000,Comedy,30.0,0.0,0.0,5.5,0
358,358,The Tigger Movie,2000,Harry Gregson-Williams,45554533,50605267,77,96159800,30000000,Animation,53.0,0.0,0.0,6.3,0
359,359,"O Brother, Where Art Thou?",2000,None,45512588,26355739,102,71868327,26000000,Adventure,69.0,0.0,1.0,7.8,0
360,360,Frequency,2000,Michael Kamen,45010278,23095967,119,68106245,31000000,Drama,53.93963254593176,0.0,0.0,7.6,0
361,361,The Replacements,2000,John Debney,44737059,5317452,118,50054511,50000000,Comedy,30.0,0.0,0.0,6.5,1
362,362,Pokemon: The Movie 2000,2000,None,43758684,90190586,102,133949270,30000000,Animation,28.0,0.0,0.0,6.0,0
363,363,The Beach,2000,None,39785027,104271846,119,144056873,50000000,Adventure,43.0,0.0,0.0,6.6,0
364,364,The Exorcist Director's Cut,2000,None,232906145,72382055,132,305288200,11000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
365,365,Little Nicky,2000,Teddy Castellucci,39464775,18827520,84,58292295,85000000,Comedy,38.0,0.0,1.0,5.3,0
366,366,Pitch Black,2000,Graeme Revell,39240659,13947000,109,53187659,23000000,Horror,49.0,0.0,1.0,7.1,0
367,367,The Original Kings of Comedy,2000,None,38182790,57895330,115,120072577,13000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
368,368,Bedazzled,2000,None,37886980,52496228,93,90383208,48000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
369,369,Autumn in New York,2000,Gabriel Yared,37761915,52964753,104,90726668,65000000,Drama,24.0,0.0,0.0,5.6,0
370,370,28 Days,2000,None,37170488,25028457,103,62198945,43000000,Comedy,46.0,0.0,1.0,6.0,0
371,371,Keeping the Faith,2000,Elmer Bernstein,37047880,22897303,129,59945183,29000000,Comedy,60.0,0.0,1.0,6.4,0
372,372,Bounce,2000,Mychael Danna,36805288,16620004,106,53425292,35000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
373,373,Hanging Up,2000,David Hirschfelder,36050230,15829814,95,51880044,60000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
374,374,The Flintstones in Viva Rock Vegas,2000,None,35268275,24200000,91,59468275,83000000,Comedy,27.0,0.0,1.0,3.6,0
375,375,The Skulls,2000,Randy Edelman,35046120,15756000,107,50802120,35000000,Action,24.0,0.0,0.0,5.6,0
376,376,The 6th Day,2000,Trevor Rabin,34604280,61481197,124,96085477,82000000,Action,49.0,0.0,0.0,5.9,0
377,377,Thirteen Days,2000,Trevor Jones,34592089,31987801,147,66579890,80000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
378,378,My Dog Skip,2000,William Ross,34134641,1413120,95,35547761,6000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
379,379,Where the Heart Is,2000,None,33772838,7090880,120,40863718,15000000,Comedy,30.0,0.0,1.0,6.8,0
380,380,Pay It Forward,2000,Thomas Newman,33519628,22187783,123,55707411,40000000,Drama,40.0,0.0,1.0,7.2,1
381,381,Dracula 2000,2000,Marco Beltrami,33022767,14030858,99,47053625,54000000,Action,26.0,0.0,0.0,4.9,0
382,382,Return to Me,2000,None,32722798,3887197,116,36609995,24000000,Comedy,54.0,0.0,1.0,6.9,0
383,383,Proof of Life,2000,Danny Elfman,32598931,30162074,135,62761005,65000000,Action,45.0,0.0,0.0,6.2,1
384,384,Almost Famous,2000,None,32534850,14848839,122,47383689,60000000,Adventure,90.0,1.0,1.0,7.9,0
385,385,The Legend of Bagger Vance,2000,Rachel Portman,30919168,8540259,127,39459427,80000000,Drama,47.0,0.0,1.0,6.7,0
386,386,Snatch,2000,None,30328156,53229716,103,83557872,10000000,Comedy,55.0,0.0,1.0,8.3,0
387,387,The Art of War,2000,None,30208599,10191826,117,40400425,60000000,Action,30.0,0.0,1.0,5.7,0
388,388,Bless the Child,2000,Christopher Young,29381494,11061516,107,40443010,65000000,Crime,17.0,0.0,1.0,5.1,0
389,389,The Watcher,2000,Marco Beltrami,28946615,18321214,97,47267829,30000000,Crime,22.0,0.0,0.0,5.3,0
390,390,Love & Basketball,2000,Terence Blanchard,27459615,268503,127,27728118,20000000,Drama,70.0,0.0,1.0,7.2,0
391,391,High Fidelity,2000,Howard Shore,27287137,19839158,114,47126295,30000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
392,392,Book of Shadows: Blair Witch 2,2000,Carter Burwell,26437094,21300000,90,47737094,15000000,Adventure,15.0,0.0,1.0,4.0,0
393,393,The Adventures of Rocky & Bullwinkle,2000,Mark Mothersbaugh,26005820,9129000,92,35134820,76000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
394,394,Nurse Betty,2000,Rolfe Kent,25170054,4190346,110,29360400,35000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
395,395,Reindeer Games,2000,Alan Silvestri,23368995,8799975,104,32168970,42000000,Action,37.0,0.0,0.0,5.7,1
396,396,Titan A.E.,2000,Graeme Revell,22753426,14001208,94,36754634,75000000,Animation,48.0,0.0,1.0,6.6,0
397,397,Billy Elliot,2000,Stephen Warbeck,21995263,87285000,90,109280263,5000000,Drama,74.0,0.0,1.0,7.7,0
398,398,Boys and Girls,2000,None,21799652,4050963,102,25850615,35000000,Comedy,29.0,0.0,0.0,5.4,0
399,399,Battlefield Earth,2000,None,21471685,8253978,117,29725663,73000000,Action,9.0,0.0,1.0,2.4,0
400,400,Urban Legends: Final Cut,2000,John Ottman,21468807,17105555,98,38574362,14000000,Horror,16.0,0.0,1.0,4.2,0
401,401,Down to You,2000,None,20069008,4350906,89,24419914,35000000,Comedy,13.0,0.0,1.0,4.9,0
402,402,Wonder Boys,2000,Christopher Young,19393557,14033031,111,33426588,55000000,Comedy,73.0,1.0,1.0,7.4,0
403,403,Best in Show,2000,None,18715392,2074164,90,20789556,10000000,Comedy,78.0,0.0,1.0,7.5,0
404,404,Harry Potter and the Sorcerer's Stone,2001,John Williams,317575550,657179821,153,974755371,125000000,Adventure,64.0,0.0,1.0,7.6,1
405,405,The Lord of the Rings: The Fellowship of the Ring,2001,Howard Shore,315544750,555985574,178,871530324,93000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
406,406,Shrek,2001,John Powell,267665011,216744207,90,484409218,60000000,Animation,84.0,1.0,1.0,7.9,0
407,407,"Monsters, Inc.",2001,Randy Newman,289916256,287509478,90,577425734,115000000,Animation,53.93963254593176,0.0,0.0,6.504237288135598,0
409,409,Rush Hour 2,2001,None,226164286,121161516,90,347325802,90000000,Action,48.0,0.0,1.0,6.6,0
410,410,The Mummy Returns,2001,Alan Silvestri,202019785,230993489,130,433013274,98000000,Action,48.0,0.0,1.0,6.3,1
411,411,Pearl Harbor,2001,Hans Zimmer,198542554,250678391,183,449220945,140000000,Action,44.0,1.0,1.0,6.1,1
412,412,Ocean's Eleven,2001,David Holmes,183417150,267300000,116,450717150,85000000,Crime,74.0,0.0,1.0,7.8,0
413,413,Jurassic Park III,2001,None,181171875,187608934,92,368780809,93000000,Action,42.0,0.0,1.0,5.9,0
414,414,Planet of the Apes,2001,Danny Elfman,180011740,182200000,119,362211740,100000000,Action,50.0,0.0,1.0,5.7,1
415,415,A Beautiful Mind,2001,James Horner,170742341,142800000,136,313542341,58000000,Biography,72.0,1.0,1.0,8.2,1
